,Unnamed: 0,sensor_0_avg,sensor_1_avg,sensor_2_avg,Wind speed (m/s),wind_speed_4_avg,wind_speed_3_max,wind_speed_3_min,wind_speed_3_std,Pitch angle (°),sensor_5_max,sensor_5_min,sensor_5_std,sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_18_max,sensor_18_min,sensor_18_std,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,sensor_26_avg,reactive_power_27_avg,reactive_power_27_max,reactive_power_27_min,reactive_power_27_std,reactive_power_28_avg,reactive_power_28_max,reactive_power_28_min,reactive_power_28_std,power_29_avg,power_29_max,power_29_min,power_29_std,power_30_avg,power_30_max,power_30_min,power_30_std,sensor_31_avg,sensor_31_max,sensor_31_min,sensor_31_std,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_42_avg,sensor_43_avg,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,Power (kW),sensor_51,Rotor speed (RPM),sensor_52_max,sensor_52_min,sensor_52_std,sensor_53_avg
10,4053,21,283.5,-31.1,3.5,3.5,7.0,0.4,1.1,4.1,41.7,-2.2,9.7,32,35,58,35,38,45,41,37,38.0,50,49,49,1018.9,1265.7,161.7,378.2,27,32,39,0.5,103.6,112.1,110.0,50.0,0.09502439,0.336536585,0.0,0.097317073,-0.09502439,0.0,-0.336536585,0.097317073,0.02102439,0.068829268,0.0,0.018780488,0.016439024,0.08004878,-0.024487805,0.023463415,-0.021658537,446.3,-504.2,163.3,400.3,398.7,396.6,39,40,40,67,70,63,48,314.6,30,-817,6525,0,-1132,-6183,0,5709,-7314,9.0,11.3,0.0,3.3,26
11,4054,21,345.4,53.2,3.9,3.9,7.9,0.7,0.9,2.1,24.0,-2.3,7.0,32,35,60,36,37,46,42,37,38.0,50,49,50,1133.2,1401.5,208.1,308.3,27,33,37,0.7,72.6,87.7,79.1,50.0,0.121853659,0.487804878,0.0,0.147512195,-0.121853659,0.0,-0.487804878,0.147512195,0.031073171,0.145902439,0.0,0.033219512,0.024682927,0.145219512,-0.016731707,0.036341463,-0.016536585,204.3,-206.1,71.4,400.6,398.5,397.1,38,39,39,67,70,63,48,292.2,30,-419,8792,0,-306,-5417,0,8373,-5723,10.0,12.3,1.8,2.8,26
12,4055,22,3.7,35.5,3.6,3.4,15.1,0.4,1.4,7.6,43.3,-2.4,11.9,33,36,62,36,39,45,42,37,39.0,51,50,51,891.0,1436.0,163.2,464.0,27,34,39,0.6,46.1,53.7,49.2,50.0,0.06897561,0.487804878,0.0,0.145268293,-0.06897561,0.0,-0.487804878,0.145268293,0.023073171,0.170878049,0.0,0.036195122,0.011756098,0.167756098,-0.015658537,0.036926829,-0.014097561,200.9,-161.9,40.7,400.2,398.5,396.7,39,41,40,68,71,63,48,328.2,30,-1206,5227,0,-1257,-3405,0,4021,-4662,7.8,12.7,0.0,4.1,26
13,4058,22,291.9,-26.5,3.7,3.7,13.0,0.4,1.1,10.9,60.4,-2.3,15.2,33,37,68,37,36,46,42,37,40.0,52,51,52,867.4,1402.9,105.2,468.8,27,35,36,0.7,41.9,44.7,43.4,50.0,0.050487805,0.487804878,0.0,0.117365854,-0.050487805,0.0,-0.487804878,0.117365854,0.031170732,0.154487805,0.0,0.035707317,0.005463415,0.15297561,-0.024536585,0.031219512,-0.008926829,182.9,-177.9,40.3,399.7,398.5,397.1,36,37,37,68,71,63,48,318.4,30,-1393,3282,0,-1641,-1420,0,1888,-3061,7.6,12.4,0.0,4.2,26
14,4059,22,345.8,68.6,4.2,4.2,10.6,0.4,1.1,1.9,44.8,-2.3,7.4,33,37,69,38,39,47,42,37,40.0,52,52,52,1190.8,1472.3,269.7,214.9,28,35,40,0.7,87.9,102.0,92.4,50.0,0.172195122,0.487804878,0.0,0.183170732,-0.172195122,0.0,-0.487804878,0.183170732,0.052097561,0.173268293,0.0,0.043609756,0.03604878,0.171365854,-0.024390244,0.048878049,-0.028243902,14.2,-125.1,46.9,397.7,396.0,394.7,40,41,41,68,71,64,48,277.1,31,-720,12984,0,-867,-8722,0,12264,-9589,10.5,12.9,2.6,1.9,26
15,4123,18,275.7,-11.6,4.1,3.8,6.9,2.0,0.5,-0.3,0.7,-1.0,0.3,27,39,95,40,38,45,42,35,40.0,59,58,59,1248.8,1263.2,1238.5,3.9,26,37,38,0.4,73.8,101.1,69.4,49.9,0.085121951,0.187512195,0.014,0.028536585,-0.085121951,-0.014,-0.187512195,0.028536585,0.017365854,0.038292683,0.002878049,0.005804878,0.017365854,0.037902439,0.003121951,0.005853659,-0.042585366,-31.1,-99.8,6.8,398.4,396.1,394.8,39,40,40,70,74,66,46,287.3,29,0,5947,0,0,-14556,0,5947,-14556,11.0,11.1,10.9,0.0,19
16,4128,18,281.1,-13.9,3.9,3.7,6.9,1.2,0.7,11.2,24.1,-2.4,12.2,27,38,80,38,35,42,41,32,38.0,48,47,48,771.8,1383.6,283.8,466.3,24,35,35,0.5,80.8,85.9,87.4,50.0,0.066,0.424292683,0.0,0.082439024,-0.066,0.0,-0.424292683,0.082439024,0.025902439,0.086585366,0.0,0.013121951,0.010195122,0.085756098,-0.02004878,0.019414634,-0.006243902,290.0,-374.9,140.0,401.7,400.1,397.9,35,37,36,70,73,65,45,295.0,28,-1061,4477,0,-1073,-1025,0,3416,-2098,6.8,12.2,2.5,4.1,20
17,4184,19,267.0,-25.2,3.8,3.8,12.0,0.6,1.1,5.1,89.6,-2.4,15.1,28,32,30,33,31,40,36,26,36.0,29,29,29,1096.3,1397.9,8.7,357.7,24,26,32,0.6,62.2,68.1,65.2,50.0,0.067365854,0.487804878,0.0,0.109463415,-0.067365854,0.0,-0.487804878,0.109463415,0.031463415,0.204634146,0.0,0.037609756,0.010878049,0.116292683,-0.015121951,0.024780488,-0.009853659,307.6,-587.2,115.6,401.8,399.8,398.7,32,34,33,65,67,60,50,292.1,27,-681,4287,0,-510,-2818,0,3606,-3328,9.6,12.3,0.0,3.3,22
18,4185,19,291.5,32.6,4.2,4.2,9.0,0.7,1.1,-0.3,4.4,-2.4,1.0,28,32,36,34,36,45,38,28,45.0,34,34,34,1258.0,1365.8,1218.4,24.3,25,27,37,0.6,114.7,132.8,119.8,50.0,0.195219512,0.487804878,0.0,0.155804878,-0.195219512,0.0,-0.487804878,0.155804878,0.044097561,0.146829268,0.0,0.039902439,0.043073171,0.146634146,-0.01502439,0.040878049,-0.022585366,419.1,-350.2,108.9,400.8,398.5,397.7,37,39,38,65,67,60,50,258.9,28,-46,14760,0,-51,-7678,0,14713,-7729,11.1,12.0,10.8,0.2,23
19,4186,19,283.6,14.9,4.0,4.0,7.7,0.5,1.0,3.7,57.3,-2.3,11.9,29,32,41,34,39,46,39,29,49.0,37,37,37,1128.9,1457.9,145.4,293.3,26,27,39,0.6,81.0,92.0,82.4,50.0,0.13395122,0.487804878,0.0,0.144780488,-0.13395122,0.0,-0.487804878,0.144780488,0.039317073,0.164439024,0.0,0.031121951,0.025853659,0.162829268,-0.021804878,0.034195122,-0.021512195,446.8,-572.7,102.7,400.2,398.1,397.2,39,41,41,65,67,61,50,268.7,28,-562,9397,0,-735,-6578,0,8835,-7313,9.9,12.9,0.0,2.7,23
20,4200,22,290.6,-0.2,4.2,4.1,16.8,0.7,1.4,3.5,52.0,-2.4,10.2,32,38,86,40,37,48,44,41,64.0,61,60,62,1139.1,1489.0,177.9,304.8,28,37,37,0.7,86.3,97.6,87.7,50.0,0.158146341,0.487804878,0.0,0.19,-0.158146341,0.0,-0.487804878,0.19,0.049804878,0.191170732,0.0,0.046731707,0.033365854,0.186829268,-0.024536585,0.051804878,-0.026634146,9.2,-119.7,43.4,398.9,397.3,396.6,38,39,39,67,71,63,49,290.8,31,-835,12288,0,-1012,-8086,0,11453,-9098,10.1,13.1,1.8,2.7,25
21,4260,19,295.7,4.9,3.7,3.5,7.4,1.6,0.6,8.7,24.0,-2.4,11.6,29,40,78,39,36,42,43,36,45.0,49,48,49,859.5,1365.2,219.9,469.1,25,36,36,0.5,37.5,40.3,43.0,50.0,0.026146341,0.300243902,0.0,0.038731707,-0.026146341,0.0,-0.300243902,0.038731707,0.014243902,0.061268293,0.0,0.011902439,0.002487805,0.060536585,-0.023707317,0.010146341,-0.001804878,138.3,-135.7,53.7,401.8,400.3,398.4,36,38,38,72,75,67,47,290.8,30,-924,1759,0,-770,162,0,835,-608,7.6,12.0,1.9,4.2,21
22,4267,19,295.3,-10.2,4.8,4.6,8.2,1.6,0.8,-0.9,0.7,-2.0,0.4,28,39,87,40,38,47,43,40,55.0,59,58,59,1256.6,1302.7,1234.3,9.9,27,37,39,0.8,103.7,140.3,121.1,49.9,0.29502439,0.414536585,0.142243902,0.060097561,-0.29502439,-0.142243902,-0.414536585,0.060097561,0.060243902,0.084634146,0.02902439,0.012292683,0.060097561,0.083609756,0.029121951,0.012292683,-0.036390244,-71.3,-80.1,1.7,402.1,400.0,398.6,39,41,40,71,75,67,47,305.5,31,0,20546,0,0,-12440,0,20546,-12440,11.1,11.5,10.9,0.1,20
23,4270,19,303.1,5.0,3.7,3.6,6.7,0.5,0.8,1.0,37.5,-1.3,3.7,28,39,90,40,38,46,43,40,55.0,61,60,61,1240.7,1269.1,463.4,69.3,27,38,38,0.6,53.3,70.5,54.3,50.0,0.076487805,0.309317073,0.0,0.081219512,-0.076487805,0.0,-0.309317073,0.081219512,0.017560976,0.063121951,0.0,0.016146341,0.01404878,0.061512195,-0.013756098,0.018195122,-0.022731707,188.7,-106.4,46.3,403.3,401.2,399.6,38,40,40,71,75,67,47,298.1,31,-439,5284,0,-566,-7204,0,4845,-7770,11.0,11.2,4.8,0.5,20
24,4271,19,235.6,-70.2,3.8,3.6,6.0,1.6,0.6,12.4,43.8,-2.3,12.5,28,39,87,40,39,44,42,40,53.0,59,58,60,742.3,1376.6,248.8,465.1,26,37,39,0.5,47.6,49.7,52.7,50.0,0.03302439,0.404878049,0.0,0.054682927,-0.03302439,0.0,-0.404878049,0.054682927,0.021317073,0.083804878,0.0,0.015658537,0.003219512,0.081853659,-0.023512195,0.013268293,-0.002341463,216.9,-156.0,73.2,401.7,400.1,397.9,39,40,40,71,75,66,47,305.8,31,-1156,2240,0,-1176,258,0,1084,-918,6.5,12.2,2.4,4.1,20
25,4283,18,333.6,-4.1,3.9,3.6,7.8,0.7,0.7,4.3,24.0,-2.3,9.1,27,35,50,35,32,41,40,29,36.0,36,36,36,1056.4,1373.5,307.1,368.2,23,31,33,0.5,38.8,42.6,41.7,50.0,0.024487805,0.361707317,0.0,0.046,-0.024487805,0.0,-0.361707317,0.046,0.017365854,0.098,0.0,0.020585366,0.002536585,0.073121951,-0.02297561,0.01102439,-0.003560976,157.6,-203.9,56.5,400.1,397.9,396.6,33,34,34,70,73,65,48,337.7,27,-789,1641,0,-689,-516,0,852,-1206,9.3,12.1,2.7,3.3,20
26,4340,22,288.3,20.6,3.7,3.8,10.0,0.4,1.3,11.9,24.1,-2.3,12.2,32,34,28,35,32,36,35,27,27.0,29,29,29,698.6,1441.8,89.7,532.9,27,29,33,0.5,117.5,125.3,122.8,50.0,0.125853659,0.487804878,0.0,0.15497561,-0.125853659,0.0,-0.487804878,0.15497561,0.04004878,0.161463415,0.0,0.033268293,0.024195122,0.158292683,-0.012634146,0.03497561,-0.03102439,454.7,-654.6,200.1,399.8,397.9,396.5,33,34,34,66,68,61,52,267.7,31,-644,8872,0,-961,-9456,0,8229,-10417,5.9,12.7,0.0,5.0,26
27,4342,22,284.2,-14.2,4.8,4.8,8.9,1.0,1.0,9.3,89.5,-2.4,25.7,33,34,36,35,38,44,38,30,43.0,35,35,35,1050.2,1445.7,5.1,443.8,27,29,38,0.8,121.4,143.2,128.5,50.0,0.28604878,0.487804878,0.0,0.182439024,-0.28604878,0.0,-0.487804878,0.182439024,0.077073171,0.203658537,0.0,0.033560976,0.062878049,0.19995122,-0.013365854,0.047804878,-0.035365854,17.1,-114.0,41.3,401.0,399.1,398.3,38,40,40,66,68,62,51,298.4,30,-470,21805,0,-153,-11880,0,21335,-12033,9.2,12.7,0.0,4.0,26
28,4381,22,20.1,97.7,5.0,4.9,17.5,0.8,1.3,-1.0,1.7,-2.4,0.7,37,42,98,43,38,51,47,43,66.0,65,63,65,1290.3,1577.0,1223.1,69.9,30,41,39,0.8,153.7,174.8,151.9,50.0,0.339170732,0.487804878,0.0,0.127219512,-0.339170732,0.0,-0.487804878,0.127219512,0.080341463,0.204585366,0.0,0.043121951,0.08004878,0.201268293,-0.018390244,0.043317073,-0.044146341,0.2,-101.1,7.9,401.4,399.2,399.2,39,41,40,71,75,67,49,282.4,33,0,27303,0,0,-15098,0,27303,-15098,11.4,13.9,10.8,0.6,31
29,4411,19,310.0,20.6,3.6,3.5,7.8,0.8,0.9,8.1,53.2,-2.3,12.6,28,40,94,40,39,44,42,36,61.0,59,58,60,958.7,1374.6,148.5,431.2,27,38,38,0.7,44.9,49.3,46.9,50.0,0.045902439,0.372439024,0.0,0.084146341,-0.045902439,0.0,-0.372439024,0.084146341,0.020780488,0.076,0.0,0.019414634,0.00404878,0.075414634,-0.01595122,0.020146341,-0.010341463,196.9,-279.4,65.5,399.7,398.0,396.9,38,40,40,70,74,67,47,289.4,30,-1647,3024,0,-1286,-2370,0,1377,-3656,8.4,12.1,0.0,3.8,20
30,4415,19,271.0,-18.4,3.5,3.5,7.4,0.5,0.8,4.1,44.4,-2.3,8.8,28,39,87,39,36,44,42,35,58.0,54,53,54,1111.6,1374.0,260.1,316.8,26,37,36,0.7,39.7,44.1,43.0,50.0,0.049121951,0.37697561,0.0,0.09404878,-0.049121951,0.0,-0.37697561,0.09404878,0.01795122,0.07697561,0.0,0.018926829,0.005219512,0.075414634,-0.022243902,0.021707317,-0.007512195,117.6,-174.4,42.2,402.0,400.1,399.0,37,38,38,70,74,66,46,289.4,29,-1240,2943,0,-1330,-1153,0,1703,-2483,9.8,12.1,2.4,2.8,20
31,4419,19,309.4,14.1,4.0,3.6,6.4,2.0,0.4,-0.2,0.5,-0.6,0.2,28,38,82,38,39,45,42,34,54.0,51,50,51,1248.7,1255.9,1241.4,1.9,26,36,39,0.3,71.2,78.7,77.5,50.0,0.049317073,0.079512195,0.0,0.018146341,-0.049317073,0.0,-0.079512195,0.018146341,0.01004878,0.016243902,0.0,0.003707317,0.00995122,0.016195122,-0.007463415,0.004097561,-0.00102439,135.2,-147.3,90.5,402.3,400.0,399.1,40,41,41,70,73,66,46,295.3,29,0,3418,0,0,-280,0,3418,-280,11.0,11.1,11.0,0.0,20
32,4427,18,278.9,-9.4,3.5,3.5,5.5,1.4,0.6,16.3,24.0,-2.3,11.2,28,38,68,37,34,41,41,33,44.0,45,44,45,573.8,1372.3,275.3,424.7,24,34,34,0.6,40.5,41.9,43.4,50.0,0.025073171,0.344536585,0.0,0.053170732,-0.025073171,0.0,-0.344536585,0.053170732,0.018926829,0.070341463,0.0,0.01204878,0.000731707,0.07004878,-0.021853659,0.01297561,-0.006097561,219.3,-226.2,73.2,399.3,397.5,396.0,34,35,35,70,73,65,47,288.3,29,-1442,1640,0,-1568,-515,0,199,-2083,5.0,12.1,2.4,3.7,21
33,4428,18,288.0,-0.3,3.5,3.4,5.8,0.7,0.8,3.8,43.3,-1.0,8.7,28,37,69,37,37,44,41,33,44.0,45,45,46,1138.4,1263.2,247.8,301.5,25,34,37,0.5,69.6,75.1,73.7,50.0,0.051268293,0.176243902,0.0,0.052536585,-0.051268293,0.0,-0.176243902,0.052536585,0.012097561,0.036,0.0,0.009902439,0.008195122,0.035707317,-0.013707317,0.013170732,-0.005365854,262.6,-287.4,107.2,400.4,398.1,397.2,38,39,39,69,73,65,47,288.3,29,-651,3495,0,-831,-1017,0,2844,-1847,10.1,11.2,2.4,2.6,20
34,4430,18,288.4,0.8,3.8,3.7,6.0,0.7,0.6,14.1,24.1,-2.3,11.9,28,37,64,36,35,42,41,32,42.0,43,42,43,659.1,1379.0,274.6,454.2,24,34,35,0.5,65.5,68.9,68.9,50.0,0.050292683,0.37702439,0.0,0.078390244,-0.050292683,0.0,-0.37702439,0.078390244,0.026487805,0.07697561,0.0,0.011073171,0.006390244,0.076,-0.014195122,0.018487805,-0.008780488,288.1,-378.0,122.1,400.6,398.8,397.5,35,37,36,69,72,65,47,287.6,28,-1279,3428,0,-1361,-1504,0,2148,-2866,5.8,12.1,2.4,4.0,21
35,4460,19,269.4,15.4,3.7,3.6,6.4,0.7,0.7,1.2,24.0,-2.4,4.4,27,32,35,33,30,39,38,27,31.0,33,33,33,1176.8,1355.7,315.5,222.1,22,27,31,0.5,61.9,68.4,67.7,50.0,0.049121951,0.292878049,0.0,0.055853659,-0.049121951,0.0,-0.292878049,0.055853659,0.016585366,0.059804878,0.0,0.011707317,0.008243902,0.058926829,-0.019707317,0.013073171,-0.002390244,239.8,-303.8,98.0,399.6,397.5,396.1,32,33,33,66,68,61,49,254.0,26,-473,3273,0,-128,-735,0,2800,-863,10.4,12.0,2.8,2.0,21
36,4461,19,252.1,-1.8,3.5,3.5,7.5,0.9,0.7,5.1,44.8,-2.4,9.3,27,32,39,33,33,43,39,27,41.0,35,35,35,1079.3,1349.4,250.9,344.6,24,27,34,0.6,33.2,35.1,35.1,50.0,0.023658537,0.310682927,0.0,0.055121951,-0.023658537,0.0,-0.310682927,0.055121951,0.01795122,0.061658537,0.0,0.013560976,0.00097561,0.055268293,-0.018926829,0.012731707,-0.008634146,163.5,-306.0,60.4,399.4,398.2,396.7,34,35,35,66,68,61,48,254.0,26,-927,1301,0,-699,-2219,0,374,-2917,9.5,11.9,2.4,3.0,21
37,4465,19,237.3,3.3,3.7,3.6,6.0,1.5,0.6,8.3,24.1,-2.3,11.4,28,32,41,34,33,42,39,29,41.0,37,37,37,885.7,1367.0,238.0,465.9,24,27,34,0.4,54.0,57.3,61.2,50.0,0.04204878,0.328097561,0.0,0.052536585,-0.04204878,0.0,-0.328097561,0.052536585,0.018341463,0.083317073,0.0,0.014,0.006585366,0.066195122,-0.023317073,0.012536585,0.000195122,190.3,-241.0,85.2,399.6,398.2,396.8,34,36,35,66,68,61,48,234.0,27,-630,2827,0,-502,696,0,2197,194,7.8,12.0,2.1,4.1,22
38,4466,19,227.7,-7.7,4.7,4.8,7.9,1.5,1.0,-0.8,0.7,-2.2,0.6,28,33,47,34,38,46,41,30,47.0,41,41,41,1264.1,1378.5,1234.1,24.5,25,28,39,0.7,209.2,232.1,217.4,50.0,0.333170732,0.487804878,0.124341463,0.10795122,-0.333170732,-0.124341463,-0.487804878,0.10795122,0.073317073,0.187268293,0.025365854,0.032439024,0.073219512,0.185268293,0.025414634,0.032439024,-0.060390244,558.1,-902.4,213.2,396.7,394.7,394.0,39,40,40,66,68,61,48,235.4,27,0,25016,0,0,-20596,0,25016,-20596,11.2,12.2,10.9,0.2,22
39,4583,17,312.2,8.5,3.4,3.4,7.1,0.6,0.9,6.3,44.8,-2.3,10.0,26,34,45,35,31,42,42,30,31.0,35,35,35,1028.5,1386.6,252.3,390.3,22,29,32,0.6,40.6,42.2,43.2,50.0,0.03604878,0.466341463,0.0,0.081756098,-0.03604878,0.0,-0.466341463,0.081756098,0.016243902,0.095219512,0.0,0.020487805,0.003365854,0.09404878,-0.024439024,0.01902439,-0.002731707,220.0,-344.1,67.7,398.2,396.0,394.7,32,33,33,62,67,62,47,303.7,27,-936,2097,0,-909,1,0,1161,-908,9.1,12.2,2.2,3.5,19
