,Unnamed: 0,sensor_0_avg,sensor_1_avg,sensor_2_avg,Wind speed (m/s),wind_speed_4_avg,wind_speed_3_max,wind_speed_3_min,wind_speed_3_std,Pitch angle (°),sensor_5_max,sensor_5_min,sensor_5_std,sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_18_max,sensor_18_min,sensor_18_std,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,sensor_26_avg,reactive_power_27_avg,reactive_power_27_max,reactive_power_27_min,reactive_power_27_std,reactive_power_28_avg,reactive_power_28_max,reactive_power_28_min,reactive_power_28_std,power_29_avg,power_29_max,power_29_min,power_29_std,power_30_avg,power_30_max,power_30_min,power_30_std,sensor_31_avg,sensor_31_max,sensor_31_min,sensor_31_std,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_42_avg,sensor_43_avg,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,Power (kW),sensor_51,Rotor speed (RPM),sensor_52_max,sensor_52_min,sensor_52_std,sensor_53_avg
12,3948,21,331.0,45.1,7.3,6.9,14.2,2.1,1.3,-2.1,-0.8,-2.4,0.3,36,43,97,43,38,57,52,53,70.0,68,67,67,1518.6,1668.8,1261.2,113.2,32,41,39,1.0,468.6,498.0,480.6,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.272292683,0.424243902,0.101219512,0.078439024,0.272341463,0.41702439,0.103609756,0.077902439,-0.070926829,-136.4,-152.8,4.4,399.0,397.1,397.4,40,42,41,76,80,73,49,285.9,34,0,92964,0,0,-24220,0,92964,-24220,13.4,14.7,11.1,1.0,29
13,3949,21,319.4,34.5,6.6,6.6,12.6,1.6,1.3,-1.9,-0.1,-2.9,0.4,35,43,97,43,38,57,53,53,70.0,68,67,68,1441.6,1650.1,1250.9,105.5,32,41,39,1.0,415.0,445.6,427.0,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.239268293,0.419707317,0.113121951,0.069707317,0.239170732,0.414731707,0.122146341,0.069463415,-0.071658537,-138.5,-152.7,3.0,398.3,396.2,396.6,40,41,41,76,80,73,49,284.8,34,0,81608,0,0,-24475,0,81608,-24475,12.7,14.6,11.1,0.9,28
14,3950,21,275.5,-17.8,7.5,7.2,14.4,1.9,1.3,-2.1,-0.9,-2.4,0.3,35,43,97,43,38,58,53,53,70.0,68,67,68,1543.2,1662.5,1341.1,81.4,31,42,39,1.0,532.5,565.1,548.9,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.309756098,0.50204878,0.107853659,0.084,0.310292683,0.499219512,0.113170732,0.083560976,-0.071658537,-138.9,-155.4,4.1,397.2,395.1,395.3,40,42,41,76,80,73,48,293.2,34,0,105947,0,0,-24473,0,105947,-24473,13.6,14.7,11.9,0.7,28
15,3951,21,293.4,-4.4,6.3,6.3,13.8,1.6,1.3,-1.8,-0.7,-2.4,0.4,35,43,97,43,38,57,53,53,69.0,68,67,68,1394.2,1652.5,1250.6,92.2,31,42,39,0.9,359.8,390.1,371.7,50.0,0.487756098,0.487804878,0.459756098,0.000780488,-0.487756098,-0.459756098,-0.487804878,0.000780488,0.20497561,0.393414634,0.093853659,0.057609756,0.204878049,0.388780488,0.100097561,0.05702439,-0.074634146,-139.4,-164.2,6.0,399.2,397.1,397.2,40,41,41,76,80,73,48,297.8,34,0,70059,0,0,-25488,0,70059,-25488,12.3,14.6,11.0,0.8,27
16,3952,21,274.2,-19.0,7.5,7.3,14.1,1.9,1.5,-2.1,-0.3,-2.8,0.3,35,43,97,43,38,57,53,53,69.0,68,67,68,1529.9,1657.3,1312.5,88.2,31,41,39,1.0,549.7,581.7,565.5,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.321170732,0.48102439,0.145365854,0.067853659,0.320585366,0.475804878,0.154390244,0.067560976,-0.077902439,-151.4,-167.5,3.9,398.9,397.0,397.2,40,42,41,76,80,73,48,293.2,34,0,109471,0,0,-26602,0,109471,-26602,13.5,14.6,11.6,0.8,27
17,3953,21,273.2,-20.0,7.5,7.3,17.0,2.3,1.4,-2.1,-1.2,-2.4,0.2,34,43,97,43,38,59,54,54,70.0,70,68,69,1542.5,1662.5,1291.1,79.0,31,42,39,1.0,564.8,598.3,581.5,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.330243902,0.517853659,0.14995122,0.079512195,0.330341463,0.511853659,0.155756098,0.078634146,-0.075219512,-134.0,-167.5,9.2,398.6,396.7,396.9,40,41,41,76,80,74,48,293.2,33,0,113048,0,0,-25716,0,113048,-25716,13.6,14.7,11.4,0.7,26
18,3954,21,306.8,13.6,7.0,6.9,15.4,1.0,1.3,-2.0,-1.2,-2.5,0.3,34,43,97,43,38,58,54,54,70.0,69,68,69,1487.6,1635.9,1306.9,74.6,31,42,39,1.0,466.1,498.9,482.2,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.272780488,0.397853659,0.164682927,0.046292683,0.273170732,0.388097561,0.172585366,0.045219512,-0.06902439,-130.1,-149.4,4.0,399.0,397.1,397.3,40,41,41,77,80,74,48,293.2,34,0,93163,0,0,-23566,0,93163,-23566,13.1,14.4,11.5,0.7,26
19,3955,21,275.9,-17.3,7.0,6.9,14.4,1.2,1.3,-2.0,0.2,-2.4,0.3,33,43,97,43,38,58,54,54,70.0,69,68,69,1482.2,1602.8,1335.7,64.8,31,42,39,1.0,470.7,506.4,493.1,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.277512195,0.409707317,0.149756098,0.049658537,0.277268293,0.405560976,0.153756098,0.048926829,-0.06497561,-118.0,-149.1,7.7,397.3,395.1,395.0,40,41,41,77,81,74,48,293.2,33,0,94858,0,0,-22214,0,94858,-22214,13.1,14.2,11.8,0.6,26
20,3956,21,310.5,17.2,6.3,6.2,16.5,2.3,1.1,-1.9,-0.8,-2.4,0.3,33,43,97,43,38,57,53,53,69.0,68,67,68,1393.6,1536.1,1272.1,53.0,31,42,39,1.0,318.5,353.9,341.3,50.0,0.487707317,0.487804878,0.442292683,0.001512195,-0.487707317,-0.442292683,-0.487804878,0.001512195,0.190195122,0.292292683,0.090292683,0.035414634,0.19,0.287902439,0.094390244,0.034585366,-0.055609756,-105.2,-123.7,4.9,400.4,398.3,397.7,40,41,41,77,81,74,48,293.2,34,0,64884,0,0,-19032,0,64884,-19032,12.3,13.5,11.2,0.5,26
21,3957,21,280.9,-10.9,5.8,5.7,9.3,2.2,1.1,-1.6,-0.8,-2.2,0.4,33,43,97,43,38,56,53,53,68.0,67,66,67,1332.8,1550.2,1241.9,75.8,31,41,39,0.9,247.3,280.9,266.6,50.0,0.47902439,0.487804878,0.371317073,0.022536585,-0.47902439,-0.371317073,-0.487804878,0.022536585,0.146097561,0.278780488,0.075804878,0.049853659,0.146487805,0.273560976,0.076682927,0.05,-0.048634146,-85.7,-117.0,7.5,399.0,396.9,396.4,39,41,41,77,81,74,48,291.8,34,0,50248,0,0,-16612,0,50248,-16612,11.8,13.7,11.0,0.7,26
22,3958,21,292.6,0.8,5.5,5.4,8.6,1.9,0.9,-1.5,0.9,-2.3,0.4,33,43,97,43,38,55,52,51,66.0,66,66,66,1288.1,1387.6,1245.4,28.9,31,41,39,0.9,197.3,227.7,213.9,50.0,0.467560976,0.487804878,0.271560976,0.043512195,-0.467560976,-0.271560976,-0.487804878,0.043512195,0.116,0.205756098,0.055414634,0.02795122,0.11595122,0.202390244,0.055902439,0.028,-0.045707317,-78.7,-107.0,5.9,400.7,398.9,398.5,39,41,40,76,80,73,48,291.8,33,0,39610,0,0,-15629,0,39610,-15629,11.4,12.2,11.0,0.3,26
23,3959,21,288.6,3.0,5.1,5.0,8.0,1.7,0.8,-1.2,0.0,-2.1,0.4,33,43,98,43,38,54,52,49,65.0,66,65,66,1263.4,1326.6,1223.6,16.1,31,41,39,0.9,159.4,188.6,173.2,50.0,0.426195122,0.487804878,0.23004878,0.077707317,-0.426195122,-0.23004878,-0.487804878,0.077707317,0.091707317,0.144731707,0.04697561,0.021170732,0.091902439,0.14404878,0.047219512,0.02097561,-0.043317073,-76.3,-109.2,5.9,401.7,399.9,399.2,39,41,40,76,80,73,48,285.5,33,0,31414,0,0,-14805,0,31414,-14805,11.2,11.7,10.8,0.1,25
24,3960,20,281.8,-1.6,4.9,4.8,8.1,1.7,0.7,-1.0,-0.3,-1.8,0.3,32,43,98,43,38,53,51,48,64.0,65,64,65,1256.1,1288.3,1235.5,9.9,30,41,39,0.9,130.0,161.5,142.6,50.0,0.359804878,0.487804878,0.174634146,0.077609756,-0.359804878,-0.174634146,-0.487804878,0.077609756,0.07395122,0.11804878,0.035658537,0.016780488,0.073804878,0.117121951,0.035756098,0.016829268,-0.040146341,-70.8,-99.0,5.8,400.9,398.8,398.0,39,41,40,76,80,73,48,283.4,33,0,25219,0,0,-13712,0,25219,-13712,11.1,11.4,10.9,0.1,25
25,3961,20,282.6,-0.7,5.5,5.3,8.9,2.1,0.9,-1.5,0.9,-2.3,0.5,32,42,98,42,38,53,51,47,63.0,65,64,65,1292.8,1398.8,1213.3,37.6,30,40,39,0.9,187.2,222.8,208.9,50.0,0.448878049,0.487804878,0.201219512,0.070926829,-0.448878049,-0.201219512,-0.487804878,0.070926829,0.113463415,0.191560976,0.041073171,0.032146341,0.113365854,0.188731707,0.041512195,0.032097561,-0.040243902,-75.1,-88.3,3.0,400.4,398.4,397.7,39,41,40,76,80,73,48,283.4,33,0,38741,0,0,-13754,0,38741,-13754,11.4,12.3,10.7,0.3,24
26,3962,20,303.1,19.7,5.1,4.9,9.1,0.9,1.3,-1.0,0.8,-2.2,0.8,32,42,97,42,39,52,50,47,62.0,64,63,64,1300.0,1495.2,1230.8,71.1,30,40,39,0.8,162.0,197.9,180.6,50.0,0.329804878,0.487804878,0.0,0.154341463,-0.329804878,0.0,-0.487804878,0.154341463,0.092829268,0.272536585,0.0,0.06902439,0.092146341,0.26795122,-0.002390244,0.068731707,-0.039853659,0.6,-97.1,19.4,398.2,396.2,395.2,40,41,41,76,80,73,47,283.4,33,0,31278,0,0,-13601,0,31278,-13601,11.5,13.2,10.9,0.6,24
27,3963,19,288.5,5.1,6.2,5.9,9.5,2.2,1.0,-1.8,-0.4,-2.3,0.4,31,42,97,42,38,54,50,48,63.0,64,63,64,1372.7,1516.0,1249.2,67.8,30,40,39,1.0,259.5,299.4,291.6,50.0,0.485121951,0.487804878,0.346682927,0.014634146,-0.485121951,-0.346682927,-0.487804878,0.014634146,0.159365854,0.292634146,0.070780488,0.042829268,0.159609756,0.29004878,0.07097561,0.042878049,-0.040926829,-74.7,-99.8,5.6,398.2,396.2,395.2,40,41,41,76,80,73,47,283.4,32,0,54586,0,0,-13986,0,54586,-13986,12.1,13.4,11.0,0.6,23
28,3964,19,273.4,-10.0,5.8,5.6,10.8,2.4,1.0,-1.7,0.2,-2.5,0.4,31,42,97,42,38,54,50,48,64.0,64,63,64,1326.5,1472.8,1247.5,54.1,29,40,39,1.0,217.7,257.2,248.3,50.0,0.481658537,0.487804878,0.308195122,0.020634146,-0.481658537,-0.308195122,-0.487804878,0.020634146,0.13395122,0.24297561,0.062926829,0.031853659,0.134292683,0.239560976,0.065073171,0.031365854,-0.042097561,-76.9,-99.7,5.1,399.9,397.8,396.8,40,41,41,76,80,73,47,283.4,32,0,45907,0,0,-14369,0,45907,-14369,11.7,13.0,11.0,0.5,22
29,3965,19,275.5,-7.9,5.6,5.3,9.8,1.9,1.1,-1.5,0.3,-2.3,0.6,30,42,97,42,38,53,50,47,63.0,63,63,63,1318.8,1486.7,1239.5,64.5,29,40,39,0.9,190.0,228.9,216.6,50.0,0.412878049,0.487804878,0.095512195,0.112341463,-0.412878049,-0.095512195,-0.487804878,0.112341463,0.115073171,0.239804878,0.019512195,0.050487805,0.114780488,0.234682927,0.019804878,0.050146341,-0.041902439,-78.9,-98.1,4.0,401.1,399.1,397.9,40,41,41,75,79,72,47,283.4,32,0,39106,0,0,-14313,0,39106,-14313,11.6,13.1,10.9,0.6,22
30,3966,19,298.3,14.9,5.7,5.3,9.1,2.5,0.9,-1.6,-0.8,-2.3,0.4,30,42,97,42,38,53,50,47,62.0,63,62,63,1303.4,1466.6,1247.9,47.0,29,39,39,0.9,186.3,226.4,215.7,50.0,0.454926829,0.487804878,0.275317073,0.055268293,-0.454926829,-0.275317073,-0.487804878,0.055268293,0.114195122,0.211170732,0.056195122,0.032487805,0.114682927,0.20995122,0.057804878,0.032780488,-0.040195122,-70.7,-95.0,5.4,398.8,396.7,395.6,40,41,41,75,79,72,47,283.4,32,0,39311,0,0,-13728,0,39311,-13728,11.5,12.9,11.0,0.4,21
31,3967,19,263.8,-19.6,5.6,5.3,9.7,1.0,1.0,-1.5,0.1,-2.3,0.5,30,42,97,42,38,53,49,46,62.0,63,62,63,1307.1,1476.0,1242.6,55.9,29,39,39,0.9,180.3,218.2,203.9,50.0,0.449219512,0.487804878,0.266,0.057170732,-0.449219512,-0.266,-0.487804878,0.057170732,0.108536585,0.200926829,0.054292683,0.028585366,0.108390244,0.19595122,0.056097561,0.028341463,-0.043902439,-78.9,-112.2,7.4,400.3,398.2,397.2,39,41,40,75,79,72,47,283.4,32,0,37016,0,0,-15022,0,37016,-15022,11.5,13.0,11.0,0.5,21
32,3968,19,265.8,-17.6,5.8,5.6,9.8,1.7,1.2,-1.6,0.3,-2.4,0.6,30,41,97,41,38,53,49,46,62.0,62,62,63,1347.2,1577.2,1224.7,86.8,29,39,39,0.9,225.1,264.4,250.9,50.0,0.458146341,0.487804878,0.094439024,0.075609756,-0.458146341,-0.094439024,-0.487804878,0.075609756,0.134878049,0.258878049,0.019268293,0.046097561,0.134731707,0.245560976,0.019609756,0.045804878,-0.049414634,-89.7,-114.0,4.9,401.0,398.9,397.9,40,41,41,75,79,72,47,283.4,31,0,46045,0,0,-16879,0,46045,-16879,11.9,13.9,10.8,0.8,21
33,3969,19,264.3,-10.6,4.7,4.6,8.4,0.9,1.0,-0.9,1.0,-2.2,0.7,29,41,97,41,39,52,49,46,61.0,62,61,62,1263.4,1333.1,1224.0,22.3,28,39,39,0.7,128.0,161.8,139.5,50.0,0.306780488,0.487804878,0.0,0.138097561,-0.306780488,0.0,-0.487804878,0.138097561,0.06395122,0.124390244,0.0,0.030146341,0.064097561,0.122,-0.002731707,0.03004878,-0.049414634,0.5,-138.6,22.8,401.6,399.6,398.3,40,41,41,75,79,72,47,275.0,31,0,21989,0,0,-16931,0,21989,-16931,11.2,11.8,10.8,0.2,21
34,3970,19,253.4,-21.5,4.4,4.2,8.2,1.1,0.9,-0.5,4.9,-1.9,0.9,29,41,96,41,38,50,48,45,60.0,61,61,62,1251.6,1289.6,1200.9,15.0,28,39,39,0.7,100.9,128.1,107.3,50.0,0.212536585,0.479756098,0.0,0.126682927,-0.212536585,0.0,-0.479756098,0.126682927,0.044,0.09795122,0.0,0.02497561,0.041365854,0.095902439,-0.024585366,0.029121951,-0.042878049,8.3,-159.4,41.3,400.7,398.6,397.2,39,40,40,75,78,72,46,275.0,31,-241,14378,0,-192,-14440,0,14137,-14632,11.1,11.4,10.6,0.1,20
35,3971,19,265.5,-9.5,4.7,4.6,8.3,1.1,1.0,-0.8,0.6,-2.2,0.6,29,41,96,41,38,50,48,44,59.0,61,60,61,1263.6,1351.0,1232.6,21.0,28,39,39,0.7,133.1,166.1,142.5,50.0,0.29995122,0.487804878,0.002634146,0.124097561,-0.29995122,-0.002634146,-0.487804878,0.124097561,0.063219512,0.14897561,0.000536585,0.029170732,0.062926829,0.147121951,0.001268293,0.029121951,-0.053219512,-12.9,-151.1,29.4,399.9,397.7,396.7,39,40,40,75,78,71,46,275.0,31,0,21409,0,0,-18137,0,21409,-18137,11.2,11.9,10.9,0.2,20
36,3972,19,267.2,-7.7,4.9,4.7,10.7,1.6,1.1,-0.9,0.9,-2.5,0.7,29,41,96,41,38,50,47,43,58.0,61,60,61,1276.9,1562.4,1215.7,58.2,28,38,39,0.7,143.0,174.7,151.3,50.0,0.318,0.487804878,0.0,0.140585366,-0.318,0.0,-0.487804878,0.140585366,0.072634146,0.243219512,0.0,0.043317073,0.072243902,0.24,-0.003463415,0.042780488,-0.050097561,0.1,-142.3,26.1,402.0,399.8,398.9,39,40,40,74,78,71,46,275.0,31,0,24574,0,0,-17158,0,24574,-17158,11.3,13.8,10.7,0.5,20
37,3973,19,270.4,-4.6,5.9,5.7,10.3,1.5,1.1,-1.6,0.6,-2.4,0.5,29,41,96,41,38,52,48,44,59.0,61,60,61,1344.8,1544.4,1234.1,76.6,28,38,39,0.9,248.3,285.4,269.7,50.0,0.477560976,0.487804878,0.313804878,0.030926829,-0.477560976,-0.313804878,-0.487804878,0.030926829,0.146195122,0.311512195,0.06404878,0.043756098,0.146682927,0.305219512,0.065902439,0.043609756,-0.05302439,-58.9,-135.2,14.6,400.0,397.8,397.1,39,41,41,74,78,71,46,275.0,31,0,50127,0,0,-18085,0,50127,-18085,11.9,13.6,10.9,0.7,20
38,3974,19,258.4,-16.6,5.8,5.7,10.5,1.7,1.2,-1.6,0.1,-2.4,0.6,29,40,96,41,38,52,48,44,60.0,61,61,62,1345.6,1531.4,1230.9,73.6,28,38,39,0.9,248.6,285.0,267.5,50.0,0.459804878,0.487804878,0.196439024,0.058390244,-0.459804878,-0.196439024,-0.487804878,0.058390244,0.144195122,0.288097561,0.040097561,0.053121951,0.144243902,0.274536585,0.042536585,0.053317073,-0.055560976,-104.3,-121.1,3.5,399.0,396.8,396.2,39,41,40,74,78,71,46,275.0,31,0,49216,0,0,-18979,0,49216,-18979,11.9,13.5,10.9,0.6,20
39,3975,19,273.8,-1.1,4.6,4.6,9.4,1.5,1.1,-0.7,0.8,-2.3,0.8,28,40,96,41,38,51,47,44,58.0,61,60,61,1270.3,1376.5,1218.6,33.5,28,38,39,0.7,133.7,162.2,140.9,50.0,0.292390244,0.487804878,0.0,0.158341463,-0.292390244,0.0,-0.487804878,0.158341463,0.063756098,0.194390244,0.0,0.038634146,0.063560976,0.188146341,-0.022829268,0.039853659,-0.048292683,0.4,-130.2,38.1,399.6,397.3,396.5,39,41,40,74,78,71,46,275.0,31,0,21775,0,0,-16483,0,21775,-16483,11.2,12.2,10.8,0.3,20
