,Wind speed (m/s),Power (kW),Blade angle (pitch position) A (°),Rotor speed (RPM)
110,5.569750434,322.7160026,0.0,10.07787687
111,6.102354479,422.2368988,0.0,10.91433142
112,5.319481039,313.0187904,0.0,9.986520946
113,4.331306469,166.3942059,0.098000002,8.65075171
114,4.842758918,202.9038527,0.073500001,8.960358694
115,5.058826387,280.3233315,0.049000001,9.71799919
116,4.393100941,134.7481441,0.078000002,8.29420723
117,4.626505768,181.230685,0.098000002,8.793090284
118,5.193181789,278.0339539,0.0245,9.651364535
119,5.534731853,358.2389923,0.0,10.38079606
120,5.809067035,420.1449081,0.0,10.88319343
121,4.967833006,308.9026482,0.0,9.96507588
122,5.505477238,349.5589317,0.0,10.30570963
123,5.682507885,355.9176445,0.0,10.33465084
124,4.448528576,165.9306061,0.063500001,8.565498099
125,2.757280594,16.62787333,1.368500006,8.1597974
126,2.509898031,19.4257149,1.34000001,8.141695172
127,2.475390345,8.820228529,1.41500001,8.167514339
128,2.609931463,13.95818675,1.26500001,8.138652563
129,4.736191618,190.0911125,0.0,8.759599417
130,2.928668225,82.77138624,0.518000007,8.186872825
131,3.028051758,61.14566154,0.76500001,8.135983452
132,3.925659978,115.5025177,0.122500002,8.143533021
133,4.597307003,166.4075218,0.0,8.483435199
134,4.727968407,198.783461,0.0,8.83396697
135,4.903291237,218.9808357,0.0,9.021610603
136,5.129141128,262.9419029,0.0,9.512948513
137,5.051958358,314.722876,0.0,9.935975611
138,5.263663673,316.854406,0.0,10.00271849
139,5.433956075,282.9403481,0.0,9.701070741
140,5.441381025,294.6316185,0.0,9.813634425
141,5.20012424,257.9042816,0.0,9.466332659
142,4.904163694,197.6977051,0.0,8.81101343
143,5.041062188,215.616407,0.0,8.99781695
144,5.175510311,226.0118271,0.0,9.133391574
145,4.930392444,179.7272228,0.0245,8.654752314
146,4.401751041,157.1133827,0.0,8.375040963
147,4.110134208,111.3218227,0.344500005,8.277740836
148,4.167102456,115.663702,0.172000003,8.153835073
149,4.702482104,162.4140408,0.0245,8.498541087
150,4.430430126,174.9530949,0.0245,8.585199907
151,4.631183517,159.0581333,0.0,8.392193779
152,4.870027232,187.8731079,0.0,8.661590517
153,5.060979688,216.5980896,0.0,8.992951378
154,4.568887711,144.4568394,0.0,8.230658814
155,4.52929399,150.4191433,0.0,8.284517124
156,4.529312503,150.2168957,0.0,8.291571245
157,4.78820374,184.3582832,0.0,8.65515478
158,4.455266714,147.688998,0.049000001,8.325120628
159,4.223272598,115.7710058,0.148000002,8.180152327
160,4.83655901,189.5815445,0.0,8.708194301
161,4.745714152,195.9935974,0.0,8.758650765
162,5.137661314,238.2627525,0.0,9.228829443
163,5.080860138,232.1138069,0.0,9.197761014
164,4.746345258,218.8282417,0.0,9.03105028
165,4.569073439,206.2208794,0.0,8.89805308
166,4.978673601,204.9345917,0.0,8.89498508
167,4.518732047,211.9388054,0.0,8.968371883
168,5.111246824,265.7619448,0.0,9.536172766
169,5.167714,298.9634262,0.0,9.834869698
170,5.286903787,280.0912613,0.0,9.684646592
171,4.871270978,266.6888817,0.0,9.541102499
172,5.131851315,267.9603088,0.0,9.558241725
173,5.578873551,349.0520996,0.0,10.3204245
174,4.869897366,240.8765488,0.0,9.26610446
175,4.654238153,215.3106941,0.0,9.001590461
176,4.67632755,216.9619621,0.0,9.008673683
177,4.884116173,252.5118294,0.0,9.389896005
178,5.998348808,450.2548355,0.0,11.05389829
179,6.267319369,502.7081146,0.0,11.47555795
180,5.801716304,432.884581,0.0,10.98526718
181,5.702221239,464.8501785,0.0,11.14329685
182,6.599384022,582.8651535,0.0,11.99251427
183,5.149939444,314.3597039,0.025789474,9.95287478
184,5.03298744,327.0805878,0.0,10.0509304
185,5.110040307,281.4333914,0.0,9.698489936
186,4.967220569,247.3718048,0.0,9.341900423
187,5.004865301,275.7664948,0.0,9.631113186
188,4.982478905,260.9913788,0.0,9.467759058
189,5.383521724,329.3593544,0.0,10.11484596
190,6.124796486,494.6203064,0.0,11.38008705
191,6.427309632,562.870459,0.0,11.87767303
192,6.376634002,504.6320145,0.0,11.48612291
193,6.347954988,501.8944992,0.0,11.44291466
194,6.295163075,556.3890245,0.0,11.84232627
195,5.695334589,416.553698,0.0,10.80475071
196,5.652754056,407.3171295,0.0,10.80241795
197,5.750539398,383.7089474,0.0,10.60468376
198,5.274207163,294.7367592,0.0,9.818989679
199,5.507482028,360.0066002,0.0,10.34521812
200,5.593574929,342.045694,0.0,10.2402159
201,5.335648954,303.9871605,0.0,9.907794178
202,5.362620258,285.2745705,0.0,9.73866865
203,5.661643612,382.7836891,0.0,10.54547659
204,6.942734599,630.705513,0.0,12.26539595
205,7.127338624,821.4938721,0.0,13.38650237
206,6.667805433,597.1062332,0.0,12.14309058
207,6.519342542,520.1029388,0.0,11.58718081
208,6.280907178,492.6041061,0.0,11.40981683
209,5.795757723,460.8407059,0.0,11.21253607
210,6.003546333,434.3059509,0.0,11.02790411
211,6.23854754,472.0304825,0.0,11.25182247
212,7.003211212,699.6828339,0.0,12.74294092
213,5.993708181,489.329274,0.0,11.39100932
214,6.38428185,540.8056503,0.0,11.71821924
215,5.885139381,458.0255019,0.0,11.1792966
216,5.38631384,346.6379242,0.0,10.27375375
217,5.066622686,273.4204845,0.074000001,9.576947004
218,4.486191869,211.0322481,0.0495,8.973102763
219,5.54017055,358.1674934,0.0,10.35346667
220,5.916710997,423.3365067,0.0,10.87216227
221,6.156872559,454.2542267,0.0,11.16539562
222,6.016001773,444.4563965,0.0,11.06275123
223,6.608572435,572.525296,0.0,11.95766862
224,6.235020661,562.7439972,0.0,11.87481053
225,6.050732279,476.5970001,0.0,11.31350608
226,5.763384652,439.2565811,0.0,11.04471503
227,5.838952541,455.9124573,0.0,11.09116177
228,6.412496758,606.6367462,0.0,12.06854729
229,6.638346601,618.5323853,0.0,12.28974357
230,6.154608011,504.5803421,0.0,11.4971834
231,7.010376303,659.5850991,0.0,12.50211587
232,6.584998059,560.1072922,0.0,11.89276269
233,5.763755941,479.9833633,0.0,11.33192495
234,5.679120213,424.7091872,0.0,10.93958639
235,5.763997269,369.3418015,0.0,10.50500159
236,5.998515844,427.9787811,0.0,10.93974781
237,5.449418581,395.3046196,0.0,10.6637468
238,5.6898772,471.4457535,0.0,11.07628236
239,5.793344593,461.2659332,0.0,11.34384008
240,5.947004843,450.4393889,0.0,11.10746817
241,6.425007892,583.7796402,0.0,11.9642124
242,5.986895823,482.6275192,0.0,11.34998663
243,5.803943813,479.0406113,0.0,11.24142136
244,3.982034338,150.0301904,0.366000006,8.707745656
245,3.561500895,94.32607327,0.333000004,8.149147555
246,3.463043426,78.36007721,0.602105268,8.183845952
247,3.529642332,97.80526909,0.484761908,8.236540228
248,4.944184458,241.0099027,0.087,9.329407454
249,6.33141869,508.5983307,0.0,11.54082745
250,6.606085086,567.886979,0.0,11.93702285
251,6.35317111,564.415033,0.0,11.84941082
252,5.845783591,390.5855453,0.0,10.63218118
253,6.078891492,531.1620514,0.0,11.71287073
254,6.273148012,538.707225,0.0,11.70202437
255,6.923169661,679.2480118,0.0,12.54414086
256,7.351220989,870.3068619,0.0,13.45913923
257,6.229730356,526.3863525,0.0,11.61547145
258,5.455525601,422.1237877,0.0,10.8133944
259,6.290355492,633.1165146,0.0,12.31743881
260,6.304314542,573.2417999,0.0,11.88038635
261,5.684902418,443.8044098,0.0,11.02728693
262,6.047743607,420.957975,0.0,10.78486311
263,6.834181023,568.1556427,0.0,11.96758063
264,7.247345185,749.1921021,0.0,12.88683884
265,7.317455792,829.5491684,0.0,13.34553766
266,6.492352724,596.1474625,0.0,12.02834697
267,5.169366181,294.9048653,0.0,9.823951006
268,5.879734492,630.1591599,0.0,12.18721618
269,7.305501556,839.6095001,0.0,13.43138672
270,8.156406426,1143.803619,0.042999999,14.36029212
271,7.273425555,866.7033936,0.0,13.54965623
272,6.851054358,794.5392303,0.0,13.17384294
273,5.872142386,484.1112808,0.0,11.35773173
274,5.839064074,490.4694336,0.0,11.39330645
275,6.247123432,550.7603088,0.0,11.79129204
276,5.591718602,481.567395,0.0,11.31206346
277,5.957567024,554.4865005,0.0,11.80063462
278,6.647182441,706.0313416,0.0,12.70187482
279,5.74355409,458.7383993,0.0,11.07900663
280,4.999983227,302.6474838,0.0,9.859478518
281,4.701535416,240.2064392,0.0,9.281840757
282,4.474256217,266.5784744,0.0,9.499253377
283,6.233780008,514.2859593,0.0,11.54079861
284,6.557636905,765.714032,0.016500001,12.83185074
285,7.55282824,909.20466,0.0095,13.58319189
286,7.737696383,967.6781582,0.0,13.96077702
287,6.868929958,753.842366,0.0,13.01352882
288,5.527009773,401.5843353,0.0,10.76678824
289,5.632222033,464.0531189,0.0,11.20151626
290,4.854259504,235.3945194,0.109444446,9.301729401
291,4.20255395,142.0530823,0.103684212,8.345839366
292,6.21994797,486.2758453,0.0,11.25759977
293,6.628155899,548.9895096,0.0,11.8115083
294,6.636044884,573.6579529,0.0,11.98591889
295,5.282891474,332.0088715,0.0,10.17765377
296,4.011400199,231.666703,0.0,9.199184909
297,4.357813632,215.8711066,0.0,9.026262525
298,4.976241815,357.3005142,0.0,10.30624209
299,5.67575115,389.2484962,0.0,10.5274018
300,6.422446132,645.7132584,0.0,12.40438432
301,5.177403629,422.3185127,0.0,10.7186349
302,5.447116768,403.2991066,0.0,10.66036208
303,7.144249105,937.7492325,0.031,13.70883979
304,7.72410444,1023.772452,0.0,14.12622817
305,7.519545674,987.9883698,0.0,14.13658909
306,6.862247467,907.0011597,0.0,13.81831303
307,3.730435593,161.398747,0.070000001,8.551047679
308,4.57614578,205.4414,0.222000003,9.086792663
309,4.771033382,251.895076,0.0,9.375393346
310,3.934737074,178.4968731,0.0,8.668269351
311,4.043420517,188.3661766,0.0,8.73304975
312,4.146312463,200.9586975,0.0,8.857959956
313,3.769549417,189.2139313,0.0,8.73202005
314,3.6857584,235.4659966,0.0,9.222225443
315,5.722974145,435.8723953,0.0,11.00575644
316,5.84533813,519.4557419,0.0,11.57894915
317,6.295701528,599.6517029,0.0,12.11944284
318,5.823749971,457.572258,0.0,11.16747974
319,6.196166402,469.4107634,0.0,11.19932126
320,5.918752801,498.0365036,0.0,11.45255175
321,4.712060285,353.3070152,0.0,10.30753063
322,4.27320565,221.8613876,0.0,9.089199409
323,6.08234421,516.7683388,0.0,11.48622447
324,6.534582353,696.6523727,0.0,12.66526397
325,6.424840832,677.2632263,0.0,12.63532877
326,6.593889546,679.2079453,0.0,12.48346853
327,5.786624908,447.6928207,0.0,11.06546956
328,7.115477204,709.504126,0.0,12.73579279
329,6.652120013,604.330777,0.0,12.22437764
330,6.943161559,657.2119507,0.0,12.50007065
331,6.522108293,601.0469009,0.0,12.06877689
332,6.030127764,505.2686575,0.0,11.53505445
333,6.794772911,756.1835205,0.0,13.01135887
334,7.688798618,963.5301025,0.0,14.04205137
335,7.321205354,807.3168182,0.0,13.36396971
336,7.134670854,940.5796265,0.0,14.0153237
337,7.828221488,957.3229889,0.0,14.02372764
338,7.102947545,729.1840271,0.0,12.90542136
339,6.478152323,611.8376236,0.0,12.19053188
340,7.182283592,746.8023926,0.0,13.00335793
341,7.012770844,805.698587,0.0,13.27565186
342,6.839044356,692.9069702,0.0,12.63076584
343,7.105249286,853.8142761,0.0,13.49358787
344,6.826793242,708.2247192,0.0,12.71113175
345,7.024576664,829.477655,0.0,13.47949219
346,7.214489532,782.064151,0.0,13.19880594
347,8.154587364,1168.711636,0.0,14.71708283
348,8.051194239,1138.442154,0.0,14.80551973
349,8.105619502,1050.247479,0.0,14.35019933
350,8.127838863,1024.252464,0.0,14.20461341
351,7.064318931,892.7211212,0.0,13.57026914
352,6.048931646,580.0534561,0.0,11.97427565
353,6.384356046,691.3741318,0.0,12.65194269
354,5.960017228,671.1051834,0.0,12.59535183
355,6.016688693,611.4513321,0.0,12.17362936
356,6.065043974,536.9940674,0.0,11.70479979
357,7.755048156,913.6420685,0.052999997,13.51894967
358,6.045924497,696.3920212,0.0,12.68706295
359,6.427922177,739.5569931,0.0,12.88284253
360,6.903029346,958.1857147,0.156500006,13.44028459
361,8.767168355,1585.121765,0.637999994,14.8859784
362,7.535787892,1113.524521,0.075,14.17243136
363,8.499423051,1610.772983,1.065499993,14.96690503
364,9.846633506,1875.430157,1.864000027,15.13102001
365,9.007218742,1709.300616,0.617500007,15.10408598
366,9.850216246,1792.424084,1.926000011,15.08293726
367,8.832768416,1551.109003,0.834000012,14.97361211
368,9.11970737,1682.880566,0.964999995,14.96828149
369,9.556891489,1792.140775,2.139499998,14.96622598
370,10.06568952,1877.238306,2.204999981,15.16028278
371,10.30197167,1888.969617,2.885000003,15.17724757
372,9.453795385,1793.39671,1.938500002,15.08576699
373,9.892631412,1705.172168,1.245500013,15.0987508
374,10.00474892,1810.71413,2.685500009,15.057659
375,10.4380163,1932.630835,2.996499993,15.158135
376,10.91106104,2020.425885,3.415500051,15.17502384
377,9.489175439,1769.51116,0.81578948,15.15829024
378,6.845504153,832.2835175,0.0,13.26638755
379,6.354637432,841.7606903,0.0175,13.10390899
380,8.033225679,1213.867766,0.110999998,14.33211856
381,9.85780828,1783.627704,0.918500009,15.14967455
382,10.63110342,2005.044647,3.731499982,15.1757876
383,10.18564048,1822.892023,2.552500023,15.13758136
384,9.529122043,1706.567853,1.277000007,15.09600592
385,9.628171396,1767.538464,1.344500008,15.14945523
386,9.370021795,1737.920404,1.807894717,15.09590982
387,10.08744471,1916.046979,1.987500003,15.16335949
388,7.130160236,814.3781265,0.0,13.23707257
389,7.214081192,769.6274994,0.0,13.10249765
390,6.994598246,890.8036133,0.0,13.1795315
391,7.035305715,900.8004318,0.0,13.58391099
392,7.226629496,975.2667877,0.0,14.00206134
393,6.346896875,818.8923706,0.0,13.16429083
394,7.947782564,1270.609607,0.0,14.77732082
395,7.616274881,1115.736569,0.047499999,14.17838287
396,6.131144977,655.5767029,0.0,12.18712766
397,6.17953732,718.2241898,0.018000001,12.23530997
398,6.152269113,607.3943474,0.0,12.06162031
399,7.520251107,958.8141937,0.0,13.65197226
400,7.190636683,843.2092377,0.0,13.52287562
401,6.143767369,617.7577042,0.0,12.2331558
402,6.84504019,834.278952,0.0,13.24891354
403,6.80852766,692.2816498,0.0,12.44891238
404,5.008095169,355.9634857,0.0,10.39309122
405,4.9911847,272.3331696,0.0,9.546178356
406,4.853079665,289.8106575,0.0,9.773319885
407,4.822173023,267.0463844,0.0,9.499937966
408,4.538946545,207.2932693,0.049000001,8.890512317
409,6.294327927,636.2318329,0.0,12.31148779
410,4.580563533,313.1159401,0.0,9.97317405
411,4.674820676,255.2996961,0.0,9.449810386
412,5.686406088,459.553833,0.0,11.09537467
413,5.572228003,445.2924767,0.0,10.98746784
414,7.13522768,784.9591248,0.0,13.11509246
415,5.818097227,588.0596405,0.0,12.00104713
416,6.972675943,872.8715424,0.0,13.63096614
417,6.573641857,615.7172923,0.0,12.22641012
418,6.782819622,984.2486781,0.0,13.91460003
419,4.835965073,409.2149452,0.0,10.83385308
420,6.67569443,659.453363,0.0,12.38490929
421,7.606566668,913.5737839,0.0,13.62557758
422,7.37381146,925.7767532,0.0,13.82365134
423,7.181039917,806.1297165,0.0,13.26396047
424,6.167620206,634.6984665,0.0,12.26466796
425,5.734185898,520.5879196,0.0,11.53860703
426,6.706601059,683.692836,0.0,12.4095975
427,7.735761714,1017.320444,0.0,14.03665857
428,7.805426836,1019.890985,0.0,14.0538995
429,7.803830361,1081.497601,0.0,14.51074027
430,7.340194798,821.2580688,0.0,13.1848619
431,6.760339522,957.1613373,0.0,13.93646474
432,6.797260261,759.2075806,0.0,13.0127179
433,8.964558099,1384.889138,0.196315784,14.96212504
434,7.520603728,1089.296771,0.086500002,13.76322801
435,6.414111745,749.6290878,0.0075,12.73214556
436,6.867946196,902.6912766,0.0,13.4732307
437,7.274372268,939.2484772,0.0,13.79561135
438,6.068774986,634.1056961,0.0,12.30720784
439,6.925471425,827.0997345,0.0,13.38388583
440,6.615273499,839.5171951,0.0,13.2856586
441,5.208792841,411.065213,0.0,10.78319286
442,6.017134106,574.1429443,0.0,11.95660695
443,6.003342175,572.4313553,0.0,11.87433086
444,5.433974648,402.7127716,0.0,10.73511064
445,6.612470555,606.1778961,0.0,12.14132488
446,4.58138032,252.589241,0.0,9.369455874
447,4.59012332,294.7399673,0.0,9.754899502
448,4.093650687,206.6888046,0.0,8.905653656
449,3.892915809,165.982843,0.0245,8.56099011
450,5.326349235,319.1139359,0.0,9.933377221
451,7.016761851,615.3173187,0.0,12.19247416
452,8.125165892,1053.581506,0.0,14.44643269
453,7.14655087,727.46604,0.0,12.86338802
454,6.287979579,593.2263428,0.0,12.07984033
455,5.42658462,465.7886734,0.0,11.255606
456,5.733329273,501.6597458,0.0,11.45268376
457,6.576867628,640.7481888,0.0,12.330847
458,6.1541996,497.6913315,0.0,11.4234923
459,6.853281856,674.6478363,0.0,12.57101351
460,6.56135928,616.5660111,0.0,12.24205063
461,6.993187451,696.5205688,0.0,12.66640122
462,7.046981573,734.095224,0.0,12.90921409
463,7.340528965,852.6133087,0.0,13.53129981
464,7.195722842,803.6509079,0.0,13.23711871
465,7.470652056,918.13974,0.0,13.84550929
466,7.127561474,825.1325867,0.0,13.4184773
467,7.035732722,736.2320221,0.0,12.88207953
468,7.386062884,827.1530579,0.0,13.37514134
469,7.297890782,836.6787933,0.0,13.4041615
470,6.918176413,647.2887802,0.0,12.31784834
471,6.611987948,543.7886429,0.0,11.75937487
472,7.125376505,664.1595962,0.0,12.50344729
473,7.097659161,769.1889313,0.0,13.09659478
474,7.011304522,780.4506595,0.0,13.04469302
475,6.055577087,528.7877808,0.0,11.64485291
476,6.859593105,686.7980042,0.0,12.62924668
477,6.794215989,627.0374847,0.0,12.29699689
478,6.904792833,587.5041977,0.0,12.06684333
479,7.104321122,687.1298676,0.0,12.60295768
480,7.213524342,797.4277832,0.0,13.25481024
481,7.360724902,793.231546,0.0,13.21985999
482,7.386174107,791.5567963,0.0,13.2473727
483,6.909025049,718.5875366,0.0,12.82543865
484,5.993875241,473.4593124,0.0,11.27340473
485,6.100498295,460.9607407,0.0,11.15989821
486,6.253100562,497.8476395,0.0,11.42604786
487,6.088915205,480.223941,0.0,11.31672241
488,7.181745338,840.7576263,0.0,13.50783572
489,6.849810696,721.9381149,0.0,12.85821211
490,5.817215919,479.4695221,0.0,11.31281443
491,5.854953504,471.5359062,0.0,11.19612609
492,6.787162256,694.3491119,0.0,12.69561911
493,7.562276602,851.4005676,0.0,13.52107273
494,7.131533694,685.4113434,0.0,12.63531674
495,6.575289893,609.2606674,0.0,12.13278347
496,6.671629286,612.1865463,0.0,12.12683465
497,6.77775104,747.850264,0.0,12.93667705
498,7.217607999,841.6603943,0.0,13.38543789
499,6.99714129,772.1831146,0.0,12.98093167
500,7.820203613,1016.919419,0.0,14.11187705
501,7.016576135,881.0725067,0.0,13.59821266
502,7.688891363,962.3040619,0.087000003,13.48914081
503,6.943662739,786.9694824,0.0,13.04269798
504,6.651451874,705.8136673,0.0,12.53783968
505,8.048447013,1073.658911,0.0035,14.14269166
506,6.992964673,824.2730698,0.0,13.37917395
507,7.798131704,1053.017543,0.032499999,14.12873286
508,6.70515306,806.0118088,0.0,13.28120573
509,6.677494955,805.002388,0.0,13.0651537
510,6.925248718,781.0867188,0.0,13.09527035
511,7.251781702,855.0648865,0.067000002,13.25100937
512,5.861691618,588.6545303,0.0,11.89561039
513,6.283301818,565.3492355,0.0,11.79006046
514,5.916692305,551.2543472,0.0,11.67396341
515,8.210686081,1424.33717,0.343500006,14.78737146
516,5.094819081,357.9455452,0.0,10.4092277
517,4.481848133,243.3084366,0.0,9.357624471
518,4.757167244,297.7031693,0.0,9.724079087
519,7.036883521,685.9454178,0.0,12.63660626
520,6.569516969,677.1677277,0.0,12.53093813
521,6.332678032,489.9620407,0.0,11.34230639
522,6.695574903,647.6259506,0.0,12.36086887
523,6.250650406,638.1701385,0.0,12.38953543
524,6.731604719,711.0684326,0.0,12.82808353
525,7.085275984,819.6051788,0.0,13.39181086
526,7.274984741,901.8813721,0.0,13.7697009
527,7.400857091,954.5646271,0.0,13.99039176
528,7.981640649,1023.263458,0.0,14.35416631
529,7.614270067,870.827063,0.0,13.62314223
530,6.530145931,649.2703232,0.0,12.40049654
531,7.841530848,912.858847,0.0,13.72799447
532,6.868206096,763.3152496,0.0,13.07562768
533,8.009985542,1020.613385,0.0,14.22840858
534,7.89857347,1025.153241,0.0,14.20505981
535,7.096543479,744.2515533,0.0,12.968283
536,7.558619666,873.8073761,0.0,13.66634296
537,7.285546827,812.960556,0.0,13.32234259
538,7.806911778,1038.231232,0.0,14.40023513
539,7.30074954,843.0924042,0.0,13.53972231
540,6.749795961,664.995694,0.0,12.5239841
541,6.788350201,739.3670593,0.0,12.96084125
542,6.936423349,732.6012939,0.0,12.8653775
543,6.735762668,650.964299,0.0,12.43026491
544,6.381608725,577.9150421,0.0,11.98107782
545,6.724625158,695.4993927,0.0,12.71502753
546,7.34522428,798.8806024,0.0,13.23643299
547,6.528994966,640.8106186,0.0,12.32149266
548,7.183917022,751.344873,0.0,13.02823059
549,7.038906932,792.1831421,0.0,13.23335212
550,7.499312663,958.0368439,0.0,13.99619959
551,7.638438559,1009.696246,0.0,14.294873
552,8.114288259,1180.075348,0.0,14.79752728
553,7.778826737,1068.469214,0.0,14.49746454
554,7.670107114,963.8598601,0.0,14.06796305
555,6.745248222,673.5706558,0.0,12.55360208
556,6.307934237,580.5917923,0.0,11.94594191
557,5.679018116,407.119194,0.0,10.74416886
558,4.794236577,236.9844269,0.0,9.248463973
559,4.067811668,161.9994915,0.073500001,8.512033224
560,3.525174069,96.33642397,0.394000006,8.19651255
561,4.84777081,217.7377403,0.0,9.022020489
562,5.623905993,337.710759,0.0,10.12290506
563,6.006627584,450.3343948,0.0,11.11861584
564,6.361375642,569.4899918,0.0,11.92524661
565,7.2395118,680.0899078,0.0,12.58096504
566,6.769713521,636.827269,0.0,12.34414583
567,7.128303885,738.1303009,0.0,12.89840171
568,6.824658465,648.374527,0.0,12.36047633
569,6.214342022,567.9144882,0.0,11.89477345
570,6.52650764,573.5496689,0.0,11.94447152
571,6.56823616,558.6854248,0.0,11.85152936
572,6.94579742,695.8216522,0.0,12.67172599
573,7.747418928,830.1718048,0.0,13.41592307
